RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"James Harden, PG",HOU,28,36.4,7.84,-0.61,7.23,6.06
2,"Paul George, SF",OKC,30,35.0,4.29,2.92,7.21,7.04
3,"Anthony Davis, PF",NO,29,36.9,3.73,3.27,7.00,6.85
4,"Nikola Jokic, C",DEN,30,30.9,4.41,2.52,6.93,5.78
5,"Kyrie Irving, PG",BOS,29,32.1,4.54,1.00,5.54,5.00
6,"LeBron James, SF",LAL,32,35.0,4.24,1.20,5.44,6.26
7,"Stephen Curry, PG",GS,21,33.9,5.05,0.34,5.39,4.18
8,"Nikola Vucevic, C",ORL,30,31.0,1.92,3.21,5.13,4.71
9,"Kyle Lowry, PG",TOR,29,34.2,3.97,1.13,5.10,5.36
10,"Marc Gasol, C",MEM,32,34.6,1.39,3.58,4.97,5.21
11,"Kevin Durant, SF",GS,32,35.6,4.06,0.59,4.65,5.79
12,"Giannis Antetokounmpo, PF",MIL,29,33.9,2.37,2.28,4.65,4.90
13,"Mike Conley, PG",MEM,31,34.1,4.37,0.11,4.48,4.75
14,"Damian Lillard, PG",POR,32,35.2,5.80,-1.47,4.33,5.02
15,"Pascal Siakam, PF",TOR,33,30.3,2.05,2.06,4.11,4.53
16,"Chris Paul, PG",HOU,26,33.2,2.35,1.68,4.03,3.67
17,"Joe Ingles, SF",UTAH,33,31.2,1.15,2.85,4.00,4.61
18,"Eric Bledsoe, PG",MIL,31,29.8,3.39,0.53,3.92,4.17
19,"Jrue Holiday, PG",NO,33,36.8,3.25,0.59,3.84,5.44
20,"Rudy Gobert, C",UTAH,33,30.9,0.19,3.65,3.84,4.50
21,"Jimmy Butler, SG",MIN/PHI,26,33.2,3.07,0.70,3.77,3.91
22,"Robert Covington, SF",MIN/PHI,30,33.9,0.08,3.51,3.59,4.07
23,"Danny Green, SG",TOR,33,29.8,1.26,2.20,3.46,4.25
24,"Rudy Gay, SF",SA,29,26.8,1.49,1.85,3.34,3.04
25,"Kawhi Leonard, SF",TOR,26,35.0,2.86,0.44,3.30,3.66
26,"Kemba Walker, PG",CHA,31,34.8,4.56,-1.26,3.30,4.34
27,"Danilo Gallinari, SF",LAC,30,31.7,3.68,-0.40,3.28,3.66
28,"Jusuf Nurkic, C",POR,32,26.5,0.64,2.61,3.25,3.30
29,"Nemanja Bjelica, PF",SAC,32,24.3,1.23,1.89,3.12,3.09
30,"Paul Millsap, PF",DEN,25,26.8,0.35,2.75,3.10,2.61
31,"Russell Westbrook, PG",OKC,22,34.0,2.10,0.98,3.08,3.03
32,"Marcus Smart, PG",BOS,31,25.5,1.01,1.88,2.89,2.92
33,"Boban Marjanovic, C",LAC,24,10.9,0.12,2.68,2.80,0.97
34,"Dwight Powell, PF",DAL,27,16.3,0.84,1.91,2.75,1.60
35,"Brook Lopez, C",MIL,31,27.6,0.63,2.07,2.70,3.22
36,"Kelly Olynyk, PF",MIA,29,20.9,1.19,1.39,2.58,2.14
37,"Blake Griffin, PF",DET,29,35.9,2.03,0.51,2.54,3.66
38,"Joel Embiid, C",PHI,32,33.8,1.29,1.22,2.51,3.82
39,"Davis Bertans, SF",SA,29,17.6,1.86,0.55,2.41,1.69
40,"Victor Oladipo, SG",IND,22,32.7,1.54,0.84,2.38,2.23
41,"Monte Morris, PG",DEN,30,24.9,1.96,0.33,2.29,2.52
42,"Mason Plumlee, PF",DEN,30,18.9,-0.54,2.73,2.19,1.86
43,"Noah Vonleh, PF",NY,34,26.6,-0.05,2.15,2.10,2.92
44,"Thaddeus Young, PF",IND,33,29.8,-0.10,2.15,2.05,2.98
45,"Larry Nance Jr., PF",CLE,31,25.3,0.32,1.69,2.01,2.49
46,"Jarrett Allen, C",BKN,32,27.3,-0.05,2.03,1.98,2.57
47,"Juan Hernangomez, PF",DEN,29,27.6,1.14,0.83,1.97,2.46
48,"Khris Middleton, SF",MIL,29,31.1,1.61,0.25,1.86,2.89
49,"Ben Simmons, PG",PHI,32,33.2,0.57,1.27,1.84,3.37
50,"Domantas Sabonis, PF",IND,31,24.5,0.60,1.20,1.80,2.26
51,"De'Aaron Fox, PG",SAC,32,31.8,2.52,-0.72,1.80,3.29
